Slice,Count,Total Area,Average Size,%Area
1.png,5,34,6.800,0.129
10.png,1,5,5.000,0.019
11.png,4,13,3.250,0.049
12.png,3,51,17.000,0.193
13.png,2,5,2.500,0.019
14.png,6,29,4.833,0.110
15.png,10,53,5.300,0.201
16.png,5,88,17.600,0.333
17.png,9,37,4.111,0.140
18.png,5,65,13.000,0.246
19.png,8,20,2.500,0.076
2.png,5,22,4.400,0.083
20.png,9,37,4.111,0.140
21.png,0,0,NaN,0.000
22.png,2,4,2.000,0.015
23.png,7,51,7.286,0.193
24.png,17,127,7.471,0.481
25.png,2,15,7.500,0.057
26.png,4,97,24.250,0.367
27.png,14,63,4.500,0.238
28.png,3,33,11.000,0.125
29.png,1,3,3.000,0.011
3.png,10,29,2.900,0.110
30.png,6,37,6.167,0.140
31.png,1,26426,26426.000,100.000
32.png,3,13,4.333,0.049
33.png,0,0,NaN,0.000
34.png,4,10,2.500,0.038
35.png,2,31,15.500,0.117
36.png,3,15,5.000,0.057
4.png,1,26426,26426.000,100.000
5.png,29,313,10.793,1.184
6.png,15,163,10.867,0.617
7.png,6,86,14.333,0.325
8.png,17,355,20.882,1.343
9.png,0,0,NaN,0.000
