Slice,Count,Total Area,Average Size,%Area
1.png,0,0,NaN,0.000
10.png,1,1,1.000,0.004
11.png,0,0,NaN,0.000
12.png,4,36,9.000,0.136
13.png,1,1,1.000,0.004
14.png,3,14,4.667,0.053
15.png,9,13,1.444,0.049
16.png,1,2,2.000,0.008
17.png,17,61,3.588,0.231
18.png,3,10,3.333,0.038
19.png,1,26426,26426.000,100.000
2.png,4,15,3.750,0.057
20.png,35,250,7.143,0.946
21.png,3,32,10.667,0.121
22.png,3,15,5.000,0.057
23.png,5,8,1.600,0.030
24.png,16,71,4.438,0.269
25.png,1,26426,26426.000,100.000
26.png,2,10,5.000,0.038
27.png,15,72,4.800,0.272
28.png,4,10,2.500,0.038
29.png,1,26426,26426.000,100.000
3.png,6,17,2.833,0.064
30.png,4,18,4.500,0.068
31.png,1,26426,26426.000,100.000
32.png,1,1,1.000,0.004
33.png,1,26426,26426.000,100.000
34.png,6,11,1.833,0.042
35.png,1,1,1.000,0.004
36.png,1,26426,26426.000,100.000
4.png,1,26426,26426.000,100.000
5.png,74,1572,21.243,5.949
6.png,9,112,12.444,0.424
7.png,2,3,1.500,0.011
8.png,14,136,9.714,0.515
9.png,1,17,17.000,0.064
