Slice,Count,Total Area,Average Size,%Area
1.png,1,53214,53214.000,100.000
10.png,9,48,5.333,0.090
11.png,21,96,4.571,0.180
12.png,10,29,2.900,0.054
13.png,6,29,4.833,0.054
14.png,21,210,10.000,0.395
15.png,8,546,68.250,1.026
16.png,6,31,5.167,0.058
17.png,7,24,3.429,0.045
18.png,9,57,6.333,0.107
19.png,1,2,2.000,0.004
2.png,1,1,1.000,0.002
20.png,1,3,3.000,0.006
21.png,1,53214,53214.000,100.000
22.png,1,53214,53214.000,100.000
23.png,5,14,2.800,0.026
24.png,7,23,3.286,0.043
25.png,1,3,3.000,0.006
26.png,0,0,NaN,0.000
27.png,1,2,2.000,0.004
28.png,1,53214,53214.000,100.000
29.png,0,0,NaN,0.000
3.png,4,8,2.000,0.015
30.png,11,429,39.000,0.806
31.png,19,330,17.368,0.620
32.png,8,16,2.000,0.030
33.png,14,270,19.286,0.507
34.png,14,107,7.643,0.201
35.png,10,99,9.900,0.186
36.png,12,126,10.500,0.237
37.png,8,73,9.125,0.137
38.png,21,94,4.476,0.177
39.png,4,4,1.000,0.008
4.png,7,12,1.714,0.023
40.png,8,36,4.500,0.068
41.png,15,343,22.867,0.645
42.png,11,51,4.636,0.096
43.png,25,139,5.560,0.261
44.png,20,110,5.500,0.207
45.png,3,30,10.000,0.056
46.png,1,4,4.000,0.008
47.png,16,47,2.938,0.088
48.png,11,31,2.818,0.058
49.png,4,12,3.000,0.023
5.png,20,197,9.850,0.370
50.png,1,53214,53214.000,100.000
51.png,0,0,NaN,0.000
52.png,6,67,11.167,0.126
53.png,11,31,2.818,0.058
54.png,1,53214,53214.000,100.000
55.png,3,3,1.000,0.006
56.png,1,6,6.000,0.011
6.png,4,11,2.750,0.021
7.png,8,48,6.000,0.090
8.png,26,180,6.923,0.338
9.png,2,3,1.500,0.006
