Slice,Count,Total Area,Average Size,%Area
1.png,1,53214,53214.000,100.000
10.png,2,2,1.000,0.004
11.png,2,2,1.000,0.004
12.png,1,1,1.000,0.002
13.png,3,4,1.333,0.008
14.png,0,0,NaN,0.000
15.png,8,17,2.125,0.032
16.png,1,1,1.000,0.002
17.png,7,56,8.000,0.105
18.png,11,17,1.545,0.032
19.png,1,53214,53214.000,100.000
2.png,1,1,1.000,0.002
20.png,1,53214,53214.000,100.000
21.png,4,11,2.750,0.021
22.png,9,89,9.889,0.167
23.png,1,53214,53214.000,100.000
24.png,1,1,1.000,0.002
25.png,1,53214,53214.000,100.000
26.png,0,0,NaN,0.000
27.png,1,53214,53214.000,100.000
28.png,1,53214,53214.000,100.000
29.png,1,1,1.000,0.002
3.png,2,2,1.000,0.004
30.png,1,2,2.000,0.004
31.png,9,21,2.333,0.039
32.png,0,0,NaN,0.000
33.png,3,4,1.333,0.008
34.png,1,53214,53214.000,100.000
35.png,0,0,NaN,0.000
36.png,1,53214,53214.000,100.000
37.png,2,3,1.500,0.006
38.png,3,7,2.333,0.013
39.png,3,4,1.333,0.008
4.png,1,53214,53214.000,100.000
40.png,2,4,2.000,0.008
41.png,4,7,1.750,0.013
42.png,0,0,NaN,0.000
43.png,3,4,1.333,0.008
44.png,4,8,2.000,0.015
45.png,1,4,4.000,0.008
46.png,4,6,1.500,0.011
47.png,20,81,4.050,0.152
48.png,1,1,1.000,0.002
49.png,6,16,2.667,0.030
5.png,2,2,1.000,0.004
50.png,1,53214,53214.000,100.000
51.png,1,53214,53214.000,100.000
52.png,2,2,1.000,0.004
53.png,1,1,1.000,0.002
54.png,1,1,1.000,0.002
55.png,1,53214,53214.000,100.000
56.png,1,53214,53214.000,100.000
6.png,0,0,NaN,0.000
7.png,1,53214,53214.000,100.000
8.png,6,11,1.833,0.021
9.png,4,5,1.250,0.009
