Slice,Count,Total Area,Average Size,%Area
1.png,4,6,1.500,0.011
10.png,10,55,5.500,0.103
11.png,4,25,6.250,0.047
12.png,1,1,1.000,0.002
13.png,1,5,5.000,0.009
14.png,6,168,28.000,0.316
15.png,2,43,21.500,0.081
16.png,1,53214,53214.000,100.000
17.png,4,28,7.000,0.053
18.png,4,36,9.000,0.068
19.png,1,10,10.000,0.019
2.png,0,0,NaN,0.000
20.png,1,53214,53214.000,100.000
21.png,1,53214,53214.000,100.000
22.png,1,53214,53214.000,100.000
23.png,1,53214,53214.000,100.000
24.png,1,5,5.000,0.009
25.png,1,53214,53214.000,100.000
26.png,1,53214,53214.000,100.000
27.png,0,0,NaN,0.000
28.png,1,53214,53214.000,100.000
29.png,1,1,1.000,0.002
3.png,1,53214,53214.000,100.000
30.png,7,115,16.429,0.216
31.png,4,123,30.750,0.231
32.png,2,6,3.000,0.011
33.png,6,92,15.333,0.173
34.png,4,114,28.500,0.214
35.png,21,62,2.952,0.117
36.png,5,114,22.800,0.214
37.png,7,39,5.571,0.073
38.png,6,56,9.333,0.105
39.png,2,2,1.000,0.004
4.png,1,1,1.000,0.002
40.png,2,56,28.000,0.105
41.png,7,86,12.286,0.162
42.png,3,23,7.667,0.043
43.png,22,60,2.727,0.113
44.png,7,112,16.000,0.210
45.png,1,12,12.000,0.023
46.png,2,7,3.500,0.013
47.png,1,37,37.000,0.070
48.png,0,0,NaN,0.000
49.png,2,5,2.500,0.009
5.png,14,190,13.571,0.357
50.png,1,53214,53214.000,100.000
51.png,1,53214,53214.000,100.000
52.png,1,7,7.000,0.013
53.png,0,0,NaN,0.000
54.png,1,53214,53214.000,100.000
55.png,1,53214,53214.000,100.000
56.png,1,53214,53214.000,100.000
6.png,2,3,1.500,0.006
7.png,1,5,5.000,0.009
8.png,9,124,13.778,0.233
9.png,1,53214,53214.000,100.000
