Slice,Count,Total Area,Average Size,%Area
1.png,1,53214,53214,100.000
10.png,1,53214,53214,100.000
11.png,1,53214,53214,100.000
12.png,1,53214,53214,100.000
13.png,1,53214,53214,100.000
14.png,1,53214,53214,100.000
15.png,1,53214,53214,100.000
16.png,1,53214,53214,100.000
17.png,0,0,NaN,0.000
18.png,1,53214,53214,100.000
19.png,1,53214,53214,100.000
2.png,0,0,NaN,0.000
20.png,1,53214,53214,100.000
21.png,1,53214,53214,100.000
22.png,1,53214,53214,100.000
23.png,1,53214,53214,100.000
24.png,1,53214,53214,100.000
25.png,1,53214,53214,100.000
26.png,1,53214,53214,100.000
27.png,1,53214,53214,100.000
28.png,1,53214,53214,100.000
29.png,1,10,10,0.019
3.png,1,53214,53214,100.000
30.png,1,2,2,0.004
31.png,1,53214,53214,100.000
32.png,10,739,73.900,1.389
33.png,0,0,NaN,0.000
34.png,11,1637,148.818,3.076
35.png,18,1019,56.611,1.915
36.png,1,53214,53214,100.000
37.png,1,53214,53214,100.000
38.png,6,49,8.167,0.092
39.png,0,0,NaN,0.000
4.png,1,53214,53214,100.000
40.png,1,5,5,0.009
41.png,1,53214,53214,100.000
42.png,1,53214,53214,100.000
43.png,20,1186,59.300,2.229
44.png,1,53214,53214,100.000
45.png,1,53214,53214,100.000
46.png,1,53214,53214,100.000
47.png,1,3,3,0.006
48.png,10,41,4.100,0.077
49.png,1,53214,53214,100.000
5.png,24,2493,103.875,4.685
50.png,1,53214,53214,100.000
51.png,1,53214,53214,100.000
52.png,1,53214,53214,100.000
53.png,10,41,4.100,0.077
54.png,1,53214,53214,100.000
55.png,1,53214,53214,100.000
56.png,1,53214,53214,100.000
6.png,1,53214,53214,100.000
7.png,1,53214,53214,100.000
8.png,1,53214,53214,100.000
9.png,1,53214,53214,100.000
