Slice,Count,Total Area,Average Size,%Area
1.png,123,8527,69.325,16.024
10.png,285,2954,10.365,5.551
11.png,121,1605,13.264,3.016
12.png,127,1831,14.417,3.441
13.png,131,1577,12.038,2.964
14.png,209,2022,9.675,3.800
15.png,76,1125,14.803,2.114
16.png,112,1866,16.661,3.507
17.png,219,4248,19.397,7.983
18.png,172,2302,13.384,4.326
19.png,147,3190,21.701,5.995
2.png,116,5453,47.009,10.247
20.png,180,1555,8.639,2.922
21.png,167,2348,14.060,4.412
22.png,87,1642,18.874,3.086
23.png,204,1767,8.662,3.321
24.png,127,1799,14.165,3.381
25.png,180,1555,8.639,2.922
26.png,155,1425,9.194,2.678
27.png,188,2302,12.245,4.326
28.png,151,1063,7.040,1.998
29.png,118,3514,29.780,6.604
3.png,131,2192,16.733,4.119
30.png,99,2415,24.394,4.538
31.png,130,3456,26.585,6.495
32.png,152,887,5.836,1.667
33.png,246,2269,9.224,4.264
34.png,160,1109,6.931,2.084
35.png,136,654,4.809,1.229
36.png,121,891,7.364,1.674
37.png,133,2607,19.602,4.899
38.png,242,2272,9.388,4.270
39.png,125,3107,24.856,5.839
4.png,125,3983,31.864,7.485
40.png,128,1505,11.758,2.828
41.png,115,943,8.200,1.772
42.png,115,2868,24.939,5.390
43.png,158,743,4.703,1.396
44.png,88,1027,11.670,1.930
45.png,104,3532,33.962,6.637
46.png,97,2024,20.866,3.804
47.png,242,2042,8.438,3.837
48.png,226,1416,6.265,2.661
49.png,194,3640,18.763,6.840
5.png,253,1411,5.577,2.652
50.png,192,2500,13.021,4.698
51.png,112,1415,12.634,2.659
52.png,174,1191,6.845,2.238
53.png,226,1419,6.279,2.667
54.png,178,1057,5.938,1.986
55.png,164,1852,11.293,3.480
56.png,121,1287,10.636,2.419
6.png,170,3526,20.741,6.626
7.png,89,3736,41.978,7.021
8.png,180,3691,20.506,6.936
9.png,119,2827,23.756,5.313
