Slice,Count,Total Area,Average Size,%Area
1.png,49,8084,164.980,15.191
10.png,228,7974,34.974,14.985
11.png,361,7122,19.729,13.384
12.png,251,3392,13.514,6.374
13.png,476,3838,8.063,7.212
14.png,363,7006,19.300,13.166
15.png,242,6547,27.054,12.303
16.png,313,5463,17.454,10.266
17.png,219,2842,12.977,5.341
18.png,320,4530,14.156,8.513
19.png,154,2985,19.383,5.609
2.png,127,11842,93.244,22.254
20.png,445,3803,8.546,7.147
21.png,277,4332,15.639,8.141
22.png,151,3104,20.556,5.833
23.png,436,5474,12.555,10.287
24.png,247,3243,13.130,6.094
25.png,445,3803,8.546,7.147
26.png,429,4240,9.883,7.968
27.png,387,5550,14.341,10.430
28.png,337,2705,8.027,5.083
29.png,86,15447,179.616,29.028
3.png,193,18606,96.404,34.964
30.png,171,10838,63.380,20.367
31.png,242,9743,40.260,18.309
32.png,223,10285,46.121,19.328
33.png,289,8980,31.073,16.875
34.png,211,10300,48.815,19.356
35.png,201,12060,60.000,22.663
36.png,287,11843,41.265,22.255
37.png,222,6005,27.050,11.285
38.png,247,6740,27.287,12.666
39.png,283,4106,14.509,7.716
4.png,129,10992,85.209,20.656
40.png,321,4353,13.561,8.180
41.png,441,4219,9.567,7.928
42.png,342,4905,14.342,9.217
43.png,281,3364,11.972,6.322
44.png,197,4759,24.157,8.943
45.png,160,3662,22.887,6.882
46.png,285,2991,10.495,5.621
47.png,321,4315,13.442,8.109
48.png,339,3620,10.678,6.803
49.png,265,3737,14.102,7.023
5.png,212,8736,41.208,16.417
50.png,393,3806,9.684,7.152
51.png,360,2558,7.106,4.807
52.png,305,3783,12.403,7.109
53.png,339,3621,10.681,6.805
54.png,453,3260,7.196,6.126
55.png,373,6585,17.654,12.375
56.png,241,3541,14.693,6.654
6.png,178,9308,52.292,17.492
7.png,190,9025,47.500,16.960
8.png,254,12433,48.949,23.364
9.png,207,6254,30.213,11.753
