Slice,Count,Total Area,Average Size,%Area
1.png,1,53214,53214.000,100.000
10.png,10,569,56.900,1.069
11.png,37,407,11.000,0.765
12.png,26,121,4.654,0.227
13.png,61,396,6.492,0.744
14.png,25,117,4.680,0.220
15.png,19,59,3.105,0.111
16.png,42,168,4.000,0.316
17.png,19,386,20.316,0.725
18.png,59,762,12.915,1.432
19.png,13,579,44.538,1.088
2.png,8,67,8.375,0.126
20.png,43,754,17.535,1.417
21.png,19,433,22.789,0.814
22.png,1,53214,53214.000,100.000
23.png,49,484,9.878,0.910
24.png,24,192,8.000,0.361
25.png,43,755,17.558,1.419
26.png,22,242,11.000,0.455
27.png,1,3,3.000,0.006
28.png,31,516,16.645,0.970
29.png,15,51,3.400,0.096
3.png,19,62,3.263,0.117
30.png,31,184,5.935,0.346
31.png,14,67,4.786,0.126
32.png,1,1,1.000,0.002
33.png,2,3,1.500,0.006
34.png,1,53214,53214.000,100.000
35.png,6,9,1.500,0.017
36.png,6,7,1.167,0.013
37.png,19,669,35.211,1.257
38.png,31,153,4.935,0.288
39.png,33,108,3.273,0.203
4.png,27,343,12.704,0.645
40.png,47,1153,24.532,2.167
41.png,17,67,3.941,0.126
42.png,59,649,11.000,1.220
43.png,34,540,15.882,1.015
44.png,4,59,14.750,0.111
45.png,8,289,36.125,0.543
46.png,82,704,8.585,1.323
47.png,24,565,23.542,1.062
48.png,36,145,4.028,0.272
49.png,51,816,16.000,1.533
5.png,8,15,1.875,0.028
50.png,49,324,6.612,0.609
51.png,38,390,10.263,0.733
52.png,21,37,1.762,0.070
53.png,36,145,4.028,0.272
54.png,81,996,12.296,1.872
55.png,108,619,5.731,1.163
56.png,74,686,9.270,1.289
6.png,11,45,4.091,0.085
7.png,29,96,3.310,0.180
8.png,13,28,2.154,0.053
9.png,41,841,20.512,1.580
