Slice,Count,Total Area,Average Size,%Area
1.png,200,733,3.665,1.377
10.png,170,2369,13.935,4.452
11.png,187,6591,35.246,12.386
12.png,162,2264,13.975,4.255
13.png,242,7792,32.198,14.643
14.png,171,6090,35.614,11.444
15.png,117,6361,54.368,11.954
16.png,199,4608,23.156,8.659
17.png,108,3169,29.343,5.955
18.png,200,4068,20.340,7.645
19.png,138,1513,10.964,2.843
2.png,202,782,3.871,1.470
20.png,190,3915,20.605,7.357
21.png,60,4054,67.567,7.618
22.png,118,3323,28.161,6.245
23.png,192,2737,14.255,5.143
24.png,115,3411,29.661,6.410
25.png,190,3915,20.605,7.357
26.png,220,5297,24.077,9.954
27.png,199,3194,16.050,6.002
28.png,208,3961,19.043,7.444
29.png,239,1003,4.197,1.885
3.png,190,925,4.868,1.738
30.png,171,1025,5.994,1.926
31.png,169,973,5.757,1.828
32.png,187,1526,8.160,2.868
33.png,173,2317,13.393,4.354
34.png,203,1339,6.596,2.516
35.png,185,1241,6.708,2.332
36.png,218,969,4.445,1.821
37.png,142,3084,21.718,5.795
38.png,133,2682,20.165,5.040
39.png,152,2655,17.467,4.989
4.png,180,1012,5.622,1.902
40.png,133,5630,42.331,10.580
41.png,242,10787,44.574,20.271
42.png,120,6169,51.408,11.593
43.png,205,3509,17.117,6.594
44.png,158,6977,44.158,13.111
45.png,93,3254,34.989,6.115
46.png,173,4412,25.503,8.291
47.png,226,4185,18.518,7.864
48.png,198,3263,16.480,6.132
49.png,144,2343,16.271,4.403
5.png,175,1363,7.789,2.561
50.png,204,3888,19.059,7.306
51.png,120,3449,28.742,6.481
52.png,167,3180,19.042,5.976
53.png,198,3263,16.480,6.132
54.png,231,2954,12.788,5.551
55.png,170,3795,22.324,7.132
56.png,171,2408,14.082,4.525
6.png,178,1086,6.101,2.041
7.png,166,1166,7.024,2.191
8.png,176,969,5.506,1.821
9.png,185,2133,11.530,4.008
