Slice,Count,Total Area,Average Size,%Area
1.png,232,1415,6.099,2.659
10.png,198,695,3.510,1.306
11.png,282,1085,3.848,2.039
12.png,206,1447,7.024,2.719
13.png,410,1992,4.859,3.743
14.png,296,645,2.179,1.212
15.png,52,326,6.269,0.613
16.png,213,519,2.437,0.975
17.png,169,1945,11.509,3.655
18.png,239,1041,4.356,1.956
19.png,118,1367,11.585,2.569
2.png,112,641,5.723,1.205
20.png,357,1218,3.412,2.289
21.png,202,1342,6.644,2.522
22.png,129,3510,27.209,6.596
23.png,392,1446,3.689,2.717
24.png,218,2512,11.523,4.721
25.png,357,1218,3.412,2.289
26.png,305,1068,3.502,2.007
27.png,393,3077,7.830,5.782
28.png,341,2122,6.223,3.988
29.png,107,558,5.215,1.049
3.png,243,580,2.387,1.090
30.png,77,339,4.403,0.637
31.png,151,551,3.649,1.035
32.png,40,108,2.700,0.203
33.png,106,296,2.792,0.556
34.png,47,112,2.383,0.210
35.png,77,238,3.091,0.447
36.png,132,359,2.720,0.675
37.png,204,1410,6.912,2.650
38.png,170,817,4.806,1.535
39.png,280,1295,4.625,2.434
4.png,135,1482,10.978,2.785
40.png,241,2153,8.934,4.046
41.png,301,667,2.216,1.253
42.png,215,934,4.344,1.755
43.png,165,457,2.770,0.859
44.png,53,315,5.943,0.592
45.png,115,1408,12.243,2.646
46.png,226,1034,4.575,1.943
47.png,218,640,2.936,1.203
48.png,243,1091,4.490,2.050
49.png,319,2957,9.270,5.557
5.png,52,219,4.212,0.412
50.png,398,2118,5.322,3.980
51.png,310,2324,7.497,4.367
52.png,204,824,4.039,1.548
53.png,243,1091,4.490,2.050
54.png,512,2110,4.121,3.965
55.png,277,1136,4.101,2.135
56.png,296,1779,6.010,3.343
6.png,143,849,5.937,1.595
7.png,123,643,5.228,1.208
8.png,159,532,3.346,1.000
9.png,202,1549,7.668,2.911
