Slice,Count,Total Area,Average Size,%Area
1.png,4,18,4.500,0.034
10.png,148,3471,23.453,6.523
11.png,195,3209,16.456,6.030
12.png,116,2419,20.853,4.546
13.png,199,1408,7.075,2.646
14.png,267,4090,15.318,7.686
15.png,141,2685,19.043,5.046
16.png,184,1751,9.516,3.290
17.png,95,4058,42.716,7.626
18.png,134,4471,33.366,8.402
19.png,37,3608,97.514,6.780
2.png,79,149,1.886,0.280
20.png,218,2659,12.197,4.997
21.png,126,3828,30.381,7.194
22.png,84,2387,28.417,4.486
23.png,177,4464,25.220,8.389
24.png,123,2390,19.431,4.491
25.png,217,2662,12.267,5.002
26.png,178,1892,10.629,3.555
27.png,145,2686,18.524,5.048
28.png,142,2138,15.056,4.018
29.png,153,2315,15.131,4.350
3.png,45,128,2.844,0.241
30.png,53,333,6.283,0.626
31.png,125,1026,8.208,1.928
32.png,186,5223,28.081,9.815
33.png,153,2771,18.111,5.207
34.png,153,4011,26.216,7.537
35.png,200,3683,18.415,6.921
36.png,92,762,8.283,1.432
37.png,91,1171,12.868,2.201
38.png,157,3139,19.994,5.899
39.png,123,1371,11.146,2.576
4.png,88,634,7.205,1.191
40.png,140,3077,21.979,5.782
41.png,214,2117,9.893,3.978
42.png,148,2471,16.696,4.644
43.png,156,3573,22.904,6.714
44.png,130,2436,18.738,4.578
45.png,74,3745,50.608,7.038
46.png,144,1712,11.889,3.217
47.png,210,5132,24.438,9.644
48.png,133,3570,26.842,6.709
49.png,103,4380,42.524,8.231
5.png,163,3369,20.669,6.331
50.png,156,3004,19.256,5.645
51.png,98,2248,22.939,4.224
52.png,137,2027,14.796,3.809
53.png,129,3509,27.202,6.594
54.png,142,2004,14.113,3.766
55.png,156,2430,15.577,4.566
56.png,103,1964,19.068,3.691
6.png,104,562,5.404,1.056
7.png,89,622,6.989,1.169
8.png,175,1299,7.423,2.441
9.png,122,1202,9.852,2.259
