Slice,Count,Total Area,Average Size,%Area
1.png,8,11,1.375,0.021
10.png,15,255,17.000,0.479
11.png,14,69,4.929,0.130
12.png,5,65,13.000,0.122
13.png,4,6,1.500,0.011
14.png,12,103,8.583,0.194
15.png,1,53214,53214.000,100.000
16.png,10,28,2.800,0.053
17.png,21,47,2.238,0.088
18.png,17,41,2.412,0.077
19.png,2,30,15.000,0.056
2.png,7,9,1.286,0.017
20.png,36,306,8.500,0.575
21.png,5,23,4.600,0.043
22.png,1,53214,53214.000,100.000
23.png,17,263,15.471,0.494
24.png,23,86,3.739,0.162
25.png,36,306,8.500,0.575
26.png,15,93,6.200,0.175
27.png,7,17,2.429,0.032
28.png,37,294,7.946,0.552
29.png,23,315,13.696,0.592
3.png,11,11,1.000,0.021
30.png,1,14,14.000,0.026
31.png,2,2,1.000,0.004
32.png,0,0,NaN,0.000
33.png,0,0,NaN,0.000
34.png,1,53214,53214.000,100.000
35.png,0,0,NaN,0.000
36.png,0,0,NaN,0.000
37.png,7,20,2.857,0.038
38.png,3,3,1.000,0.006
39.png,14,42,3.000,0.079
4.png,17,250,14.706,0.470
40.png,12,29,2.417,0.054
41.png,7,24,3.429,0.045
42.png,6,17,2.833,0.032
43.png,7,24,3.429,0.045
44.png,0,0,NaN,0.000
45.png,6,68,11.333,0.128
46.png,12,111,9.250,0.209
47.png,38,401,10.553,0.754
48.png,35,87,2.486,0.163
49.png,37,176,4.757,0.331
5.png,1,53214,53214.000,100.000
50.png,41,124,3.024,0.233
51.png,14,160,11.429,0.301
52.png,19,41,2.158,0.077
53.png,35,87,2.486,0.163
54.png,55,153,2.782,0.288
55.png,17,69,4.059,0.130
56.png,98,998,10.184,1.875
6.png,8,130,16.250,0.244
7.png,0,0,NaN,0.000
8.png,2,6,3.000,0.011
9.png,28,130,4.643,0.244
