Slice,Count,Total Area,Average Size,%Area
1.png,22,120,5.455,0.226
10.png,78,406,5.205,0.763
11.png,18,54,3.000,0.101
12.png,14,116,8.286,0.218
13.png,12,39,3.250,0.073
14.png,30,113,3.767,0.212
15.png,9,50,5.556,0.094
16.png,12,29,2.417,0.054
17.png,53,534,10.075,1.003
18.png,12,63,5.250,0.118
19.png,38,737,19.395,1.385
2.png,43,357,8.302,0.671
20.png,12,19,1.583,0.036
21.png,2,9,4.500,0.017
22.png,0,0,NaN,0.000
23.png,5,6,1.200,0.011
24.png,4,10,2.500,0.019
25.png,12,19,1.583,0.036
26.png,18,109,6.056,0.205
27.png,1,53214,53214.000,100.000
28.png,1,1,1.000,0.002
29.png,39,372,9.538,0.699
3.png,5,12,2.400,0.023
30.png,39,654,16.769,1.229
31.png,25,229,9.160,0.430
32.png,48,3420,71.250,6.427
33.png,35,768,21.943,1.443
34.png,66,2959,44.833,5.561
35.png,65,2426,37.323,4.559
36.png,27,123,4.556,0.231
37.png,47,174,3.702,0.327
38.png,88,1418,16.114,2.665
39.png,21,152,7.238,0.286
4.png,34,461,13.559,0.866
40.png,14,52,3.714,0.098
41.png,35,123,3.514,0.231
42.png,33,189,5.727,0.355
43.png,105,2000,19.048,3.758
44.png,27,1059,39.222,1.990
45.png,43,660,15.349,1.240
46.png,11,65,5.909,0.122
47.png,53,594,11.208,1.116
48.png,85,798,9.388,1.500
49.png,23,90,3.913,0.169
5.png,87,3266,37.540,6.137
50.png,7,18,2.571,0.034
51.png,1,53214,53214.000,100.000
52.png,67,735,10.970,1.381
53.png,85,776,9.129,1.458
54.png,3,9,3.000,0.017
55.png,6,58,9.667,0.109
56.png,4,10,2.500,0.019
6.png,25,89,3.560,0.167
7.png,3,4,1.333,0.008
8.png,26,76,2.923,0.143
9.png,41,483,11.780,0.908
