Slice,Count,Total Area,Average Size,%Area
1.png,48,1234,25.708,2.319
10.png,57,388,6.807,0.729
11.png,11,308,28.000,0.579
12.png,32,414,12.938,0.778
13.png,8,41,5.125,0.077
14.png,22,324,14.727,0.609
15.png,1,53214,53214.000,100.000
16.png,17,51,3.000,0.096
17.png,22,752,34.182,1.413
18.png,18,92,5.111,0.173
19.png,11,162,14.727,0.304
2.png,5,32,6.400,0.060
20.png,39,395,10.128,0.742
21.png,9,31,3.444,0.058
22.png,6,24,4.000,0.045
23.png,28,220,7.857,0.413
24.png,31,394,12.710,0.740
25.png,39,395,10.128,0.742
26.png,38,66,1.737,0.124
27.png,10,54,5.400,0.101
28.png,36,200,5.556,0.376
29.png,27,123,4.556,0.231
3.png,4,6,1.500,0.011
30.png,10,16,1.600,0.030
31.png,11,21,1.909,0.039
32.png,4,7,1.750,0.013
33.png,13,20,1.538,0.038
34.png,5,13,2.600,0.024
35.png,2,4,2.000,0.008
36.png,6,11,1.833,0.021
37.png,25,834,33.360,1.567
38.png,23,118,5.130,0.222
39.png,53,829,15.642,1.558
4.png,18,187,10.389,0.351
40.png,20,229,11.450,0.430
41.png,29,48,1.655,0.090
42.png,30,169,5.633,0.318
43.png,27,67,2.481,0.126
44.png,7,33,4.714,0.062
45.png,44,811,18.432,1.524
46.png,17,98,5.765,0.184
47.png,86,666,7.744,1.252
48.png,73,664,9.096,1.248
49.png,27,866,32.074,1.627
5.png,19,51,2.684,0.096
50.png,31,330,10.645,0.620
51.png,11,114,10.364,0.214
52.png,44,375,8.523,0.705
53.png,73,664,9.096,1.248
54.png,27,109,4.037,0.205
55.png,15,36,2.400,0.068
56.png,40,499,12.475,0.938
6.png,31,358,11.548,0.673
7.png,3,6,2.000,0.011
8.png,17,29,1.706,0.054
9.png,35,1075,30.714,2.020
