Slice,Count,Total Area,Average Size,%Area
1.png,83,123,1.482,0.231
10.png,124,288,2.323,0.541
11.png,89,204,2.292,0.383
12.png,121,438,3.620,0.823
13.png,224,579,2.585,1.088
14.png,113,231,2.044,0.434
15.png,11,26,2.364,0.049
16.png,79,144,1.823,0.271
17.png,114,788,6.912,1.481
18.png,126,475,3.770,0.893
19.png,60,350,5.833,0.658
2.png,24,44,1.833,0.083
20.png,217,584,2.691,1.097
21.png,33,183,5.545,0.344
22.png,77,361,4.688,0.678
23.png,128,341,2.664,0.641
24.png,135,1236,9.156,2.323
25.png,218,585,2.683,1.099
26.png,114,267,2.342,0.502
27.png,162,365,2.253,0.686
28.png,192,972,5.062,1.827
29.png,83,226,2.723,0.425
3.png,78,128,1.641,0.241
30.png,26,127,4.885,0.239
31.png,49,117,2.388,0.220
32.png,6,10,1.667,0.019
33.png,19,31,1.632,0.058
34.png,6,7,1.167,0.013
35.png,23,44,1.913,0.083
36.png,21,33,1.571,0.062
37.png,87,401,4.609,0.754
38.png,49,125,2.551,0.235
39.png,110,289,2.627,0.543
4.png,51,510,10.000,0.958
40.png,141,1156,8.199,2.172
41.png,127,283,2.228,0.532
42.png,77,223,2.896,0.419
43.png,92,213,2.315,0.400
44.png,16,85,5.312,0.160
45.png,77,429,5.571,0.806
46.png,84,473,5.631,0.889
47.png,112,457,4.080,0.859
48.png,172,508,2.953,0.955
49.png,161,2316,14.385,4.352
5.png,10,22,2.200,0.041
50.png,172,1270,7.384,2.387
51.png,147,656,4.463,1.233
52.png,87,178,2.046,0.334
53.png,172,508,2.953,0.955
54.png,305,1319,4.325,2.479
55.png,136,354,2.603,0.665
56.png,153,2678,17.503,5.033
6.png,37,92,2.486,0.173
7.png,10,35,3.500,0.066
8.png,37,77,2.081,0.145
9.png,102,542,5.314,1.019
