Slice,Count,Total Area,Average Size,%Area
1.png,129,1104,8.558,2.075
10.png,246,3348,13.610,6.292
11.png,272,1374,5.051,2.582
12.png,139,2358,16.964,4.431
13.png,272,1801,6.621,3.384
14.png,271,1890,6.974,3.552
15.png,101,1941,19.218,3.648
16.png,139,1591,11.446,2.990
17.png,139,2911,20.942,5.470
18.png,162,2541,15.685,4.775
19.png,145,2665,18.379,5.008
2.png,136,2787,20.493,5.237
20.png,206,2479,12.034,4.659
21.png,128,1547,12.086,2.907
22.png,83,188,2.265,0.353
23.png,287,1661,5.787,3.121
24.png,140,1271,9.079,2.388
25.png,206,2479,12.034,4.659
26.png,197,2117,10.746,3.978
27.png,165,1272,7.709,2.390
28.png,207,801,3.870,1.505
29.png,79,2080,26.329,3.909
3.png,205,2116,10.322,3.976
30.png,117,2885,24.658,5.422
31.png,200,3272,16.360,6.149
32.png,130,459,3.531,0.863
33.png,201,2871,14.284,5.395
34.png,138,806,5.841,1.515
35.png,105,920,8.762,1.729
36.png,144,3436,23.861,6.457
37.png,201,2510,12.488,4.717
38.png,222,4359,19.635,8.191
39.png,143,3140,21.958,5.901
4.png,185,2971,16.059,5.583
40.png,252,1845,7.321,3.467
41.png,132,1052,7.970,1.977
42.png,177,2807,15.859,5.275
43.png,181,1527,8.436,2.870
44.png,81,1838,22.691,3.454
45.png,121,2006,16.579,3.770
46.png,139,2008,14.446,3.773
47.png,157,1019,6.490,1.915
48.png,223,2010,9.013,3.777
49.png,193,1621,8.399,3.046
5.png,201,1351,6.721,2.539
50.png,172,1806,10.500,3.394
51.png,135,1215,9.000,2.283
52.png,175,2146,12.263,4.033
53.png,223,2010,9.013,3.777
54.png,295,2102,7.125,3.950
55.png,235,3144,13.379,5.908
56.png,205,1734,8.459,3.259
6.png,222,4751,21.401,8.928
7.png,169,2951,17.462,5.546
8.png,206,4147,20.131,7.793
9.png,235,3101,13.196,5.827
