Slice,Count,Total Area,Average Size,%Area
1.png,58,1164,20.069,2.187
10.png,168,2736,16.286,5.142
11.png,27,100,3.704,0.188
12.png,82,634,7.732,1.191
13.png,42,164,3.905,0.308
14.png,93,606,6.516,1.139
15.png,28,663,23.679,1.246
16.png,73,371,5.082,0.697
17.png,125,2747,21.976,5.162
18.png,123,841,6.837,1.580
19.png,68,4098,60.265,7.701
2.png,115,2403,20.896,4.516
20.png,79,495,6.266,0.930
21.png,35,156,4.457,0.293
22.png,3,4,1.333,0.008
23.png,52,117,2.250,0.220
24.png,57,566,9.930,1.064
25.png,79,496,6.278,0.932
26.png,75,849,11.320,1.595
27.png,34,83,2.441,0.156
28.png,38,79,2.079,0.148
29.png,108,1184,10.963,2.225
3.png,78,892,11.436,1.676
30.png,71,1947,27.423,3.659
31.png,89,1540,17.303,2.894
32.png,71,259,3.648,0.487
33.png,76,698,9.184,1.312
34.png,94,699,7.436,1.314
35.png,69,323,4.681,0.607
36.png,69,940,13.623,1.766
37.png,55,262,4.764,0.492
38.png,131,1811,13.824,3.403
39.png,58,330,5.690,0.620
4.png,85,1182,13.906,2.221
40.png,53,241,4.547,0.453
41.png,69,437,6.333,0.821
42.png,72,535,7.431,1.005
43.png,73,2172,29.753,4.082
44.png,30,529,17.633,0.994
45.png,90,2158,23.978,4.055
46.png,79,392,4.962,0.737
47.png,111,1083,9.757,2.035
48.png,110,2640,24.000,4.961
49.png,73,187,2.562,0.351
5.png,109,1072,9.835,2.015
50.png,58,238,4.103,0.447
51.png,18,84,4.667,0.158
52.png,117,1002,8.564,1.883
53.png,110,2640,24.000,4.961
54.png,106,438,4.132,0.823
55.png,81,667,8.235,1.253
56.png,102,408,4.000,0.767
6.png,93,1522,16.366,2.860
7.png,54,251,4.648,0.472
8.png,96,911,9.490,1.712
9.png,92,848,9.217,1.594
