Slice,Count,Total Area,Average Size,%Area
1.png,8,132,16.500,0.248
10.png,20,298,14.900,0.560
11.png,10,39,3.900,0.073
12.png,13,92,7.077,0.173
13.png,6,19,3.167,0.036
14.png,12,44,3.667,0.083
15.png,1,2,2.000,0.004
16.png,2,2,1.000,0.004
17.png,9,180,20.000,0.338
18.png,4,35,8.750,0.066
19.png,7,158,22.571,0.297
2.png,3,65,21.667,0.122
20.png,2,15,7.500,0.028
21.png,1,53214,53214.000,100.000
22.png,1,53214,53214.000,100.000
23.png,1,53214,53214.000,100.000
24.png,1,53214,53214.000,100.000
25.png,2,15,7.500,0.028
26.png,1,53214,53214.000,100.000
27.png,1,53214,53214.000,100.000
28.png,1,53214,53214.000,100.000
29.png,9,70,7.778,0.132
3.png,1,3,3.000,0.006
30.png,10,47,4.700,0.088
31.png,7,25,3.571,0.047
32.png,21,215,10.238,0.404
33.png,15,84,5.600,0.158
34.png,44,592,13.455,1.112
35.png,19,1096,57.684,2.060
36.png,8,44,5.500,0.083
37.png,16,153,9.562,0.288
38.png,31,912,29.419,1.714
39.png,28,204,7.286,0.383
4.png,10,127,12.700,0.239
40.png,2,237,118.500,0.445
41.png,6,42,7.000,0.079
42.png,5,15,3.000,0.028
43.png,48,999,20.812,1.877
44.png,14,658,47.000,1.237
45.png,15,390,26.000,0.733
46.png,5,69,13.800,0.130
47.png,14,189,13.500,0.355
48.png,31,410,13.226,0.770
49.png,8,54,6.750,0.101
5.png,66,1254,19.000,2.357
50.png,0,0,NaN,0.000
51.png,1,53214,53214.000,100.000
52.png,20,124,6.200,0.233
53.png,31,410,13.226,0.770
54.png,1,53214,53214.000,100.000
55.png,0,0,NaN,0.000
56.png,5,7,1.400,0.013
6.png,12,93,7.750,0.175
7.png,0,0,NaN,0.000
8.png,9,172,19.111,0.323
9.png,21,321,15.286,0.603
