Slice,Count,Total Area,Average Size,%Area
1.png,25,87,3.480,0.329
10.png,30,825,27.500,3.122
11.png,27,438,16.222,1.657
12.png,0,0,NaN,0.000
13.png,0,0,NaN,0.000
14.png,12,28,2.333,0.106
15.png,2,2,1.000,0.008
16.png,8,22,2.750,0.083
17.png,3,6,2.000,0.023
18.png,26,94,3.615,0.356
19.png,38,526,13.842,1.990
2.png,155,591,3.813,2.236
20.png,76,1325,17.434,5.014
21.png,109,2349,21.550,8.889
22.png,45,762,16.933,2.884
23.png,12,47,3.917,0.178
24.png,47,486,10.340,1.839
25.png,5,112,22.400,0.424
26.png,26,671,25.808,2.539
27.png,53,940,17.736,3.557
28.png,4,43,10.750,0.163
29.png,46,272,5.913,1.029
3.png,79,353,4.468,1.336
30.png,2,6,3.000,0.023
31.png,30,146,4.867,0.552
32.png,36,139,3.861,0.526
33.png,7,44,6.286,0.167
34.png,10,18,1.800,0.068
35.png,35,286,8.171,1.082
36.png,35,502,14.343,1.900
4.png,16,20,1.250,0.076
5.png,12,15,1.250,0.057
6.png,52,1206,23.192,4.564
7.png,3,9,3.000,0.034
8.png,26,190,7.308,0.719
9.png,38,533,14.026,2.017
