Slice,Count,Total Area,Average Size,%Area
1.png,62,1374,22.161,5.199
10.png,65,1050,16.154,3.973
11.png,60,895,14.917,3.387
12.png,18,172,9.556,0.651
13.png,41,313,7.634,1.184
14.png,38,792,20.842,2.997
15.png,34,259,7.618,0.980
16.png,44,730,16.591,2.762
17.png,33,243,7.364,0.920
18.png,53,626,11.811,2.369
19.png,56,1941,34.661,7.345
2.png,56,431,7.696,1.631
20.png,44,892,20.273,3.375
21.png,49,766,15.633,2.899
22.png,73,750,10.274,2.838
23.png,51,557,10.922,2.108
24.png,66,272,4.121,1.029
25.png,34,299,8.794,1.131
26.png,32,199,6.219,0.753
27.png,47,427,9.085,1.616
28.png,49,426,8.694,1.612
29.png,44,364,8.273,1.377
3.png,58,1477,25.466,5.589
30.png,38,290,7.632,1.097
31.png,59,394,6.678,1.491
32.png,41,204,4.976,0.772
33.png,46,351,7.630,1.328
34.png,69,516,7.478,1.953
35.png,24,92,3.833,0.348
36.png,40,278,6.950,1.052
4.png,69,1157,16.768,4.378
5.png,78,495,6.346,1.873
6.png,64,461,7.203,1.744
7.png,45,692,15.378,2.619
8.png,43,338,7.860,1.279
9.png,47,428,9.106,1.620
