Slice,Count,Total Area,Average Size,%Area
1.png,28,1212,43.286,4.586
10.png,34,2011,59.147,7.610
11.png,18,612,34.000,2.316
12.png,4,18,4.500,0.068
13.png,1,2,2.000,0.008
14.png,4,17,4.250,0.064
15.png,0,0,NaN,0.000
16.png,7,69,9.857,0.261
17.png,6,8,1.333,0.030
18.png,0,0,NaN,0.000
19.png,23,528,22.957,1.998
2.png,39,1305,33.462,4.938
20.png,44,1037,23.568,3.924
21.png,48,797,16.604,3.016
22.png,32,498,15.562,1.885
23.png,70,2764,39.486,10.459
24.png,45,1721,38.244,6.513
25.png,34,910,26.765,3.444
26.png,27,1032,38.222,3.905
27.png,17,1971,115.941,7.459
28.png,11,1346,122.364,5.093
29.png,28,2308,82.429,8.734
3.png,43,556,12.930,2.104
30.png,23,258,11.217,0.976
31.png,46,314,6.826,1.188
32.png,47,351,7.468,1.328
33.png,22,218,9.909,0.825
34.png,24,635,26.458,2.403
35.png,67,645,9.627,2.441
36.png,31,291,9.387,1.101
4.png,15,1033,68.867,3.909
5.png,103,1045,10.146,3.954
6.png,55,2140,38.909,8.098
7.png,10,137,13.700,0.518
8.png,51,1508,29.569,5.707
9.png,33,1833,55.545,6.936
