Slice,Count,Total Area,Average Size,%Area
1.png,65,1866,28.708,7.061
10.png,100,1516,15.160,5.737
11.png,77,2600,33.766,9.839
12.png,31,231,7.452,0.874
13.png,86,402,4.674,1.521
14.png,98,853,8.704,3.228
15.png,39,180,4.615,0.681
16.png,63,279,4.429,1.056
17.png,49,232,4.735,0.878
18.png,126,2133,16.929,8.072
19.png,76,719,9.461,2.721
2.png,99,3900,39.394,14.758
20.png,95,1321,13.905,4.999
21.png,182,1563,8.588,5.915
22.png,75,668,8.907,2.528
23.png,33,1442,43.697,5.457
24.png,54,1318,24.407,4.988
25.png,64,373,5.828,1.411
26.png,31,1195,38.548,4.522
27.png,53,1668,31.472,6.312
28.png,52,1103,21.212,4.174
29.png,53,1429,26.962,5.408
3.png,89,3407,38.281,12.893
30.png,45,1070,23.778,4.049
31.png,117,1025,8.761,3.879
32.png,101,969,9.594,3.667
33.png,63,747,11.857,2.827
34.png,57,1141,20.018,4.318
35.png,69,1087,15.754,4.113
36.png,70,922,13.171,3.489
4.png,88,2558,29.068,9.680
5.png,93,2224,23.914,8.416
6.png,104,754,7.250,2.853
7.png,65,560,8.615,2.119
8.png,49,1472,30.041,5.570
9.png,77,1142,14.831,4.322
