Slice,Count,Total Area,Average Size,%Area
1.png,6,23,3.833,0.087
10.png,18,156,8.667,0.590
11.png,15,434,28.933,1.642
12.png,37,658,17.784,2.490
13.png,30,453,15.100,1.714
14.png,4,15,3.750,0.057
15.png,0,0,NaN,0.000
16.png,34,738,21.706,2.793
17.png,27,101,3.741,0.382
18.png,32,184,5.750,0.696
19.png,4,7,1.750,0.026
2.png,10,18,1.800,0.068
20.png,1,2,2.000,0.008
21.png,14,33,2.357,0.125
22.png,2,13,6.500,0.049
23.png,18,43,2.389,0.163
24.png,14,547,39.071,2.070
25.png,25,878,35.120,3.322
26.png,31,593,19.129,2.244
27.png,10,59,5.900,0.223
28.png,20,604,30.200,2.286
29.png,25,394,15.760,1.491
3.png,18,29,1.611,0.110
30.png,32,742,23.188,2.808
31.png,50,543,10.860,2.055
32.png,62,339,5.468,1.283
33.png,48,390,8.125,1.476
34.png,16,63,3.938,0.238
35.png,54,784,14.519,2.967
36.png,41,164,4.000,0.621
4.png,16,42,2.625,0.159
5.png,36,447,12.417,1.692
6.png,12,84,7.000,0.318
7.png,19,378,19.895,1.430
8.png,39,259,6.641,0.980
9.png,5,243,48.600,0.920
