Slice,Count,Total Area,Average Size,%Area
1.png,87,593,6.816,2.244
10.png,34,1071,31.500,4.053
11.png,61,752,12.328,2.846
12.png,56,564,10.071,2.134
13.png,69,501,7.261,1.896
14.png,68,507,7.456,1.919
15.png,60,618,10.300,2.339
16.png,45,520,11.556,1.968
17.png,41,845,20.610,3.198
18.png,56,711,12.696,2.691
19.png,81,611,7.543,2.312
2.png,85,596,7.012,2.255
20.png,76,528,6.947,1.998
21.png,78,648,8.308,2.452
22.png,103,599,5.816,2.267
23.png,67,681,10.164,2.577
24.png,43,928,21.581,3.512
25.png,53,970,18.302,3.671
26.png,22,984,44.727,3.724
27.png,72,617,8.569,2.335
28.png,61,685,11.230,2.592
29.png,81,782,9.654,2.959
3.png,66,633,9.591,2.395
30.png,66,665,10.076,2.516
31.png,36,1068,29.667,4.041
32.png,61,598,9.803,2.263
33.png,53,470,8.868,1.779
34.png,74,615,8.311,2.327
35.png,72,514,7.139,1.945
36.png,62,520,8.387,1.968
4.png,75,677,9.027,2.562
5.png,66,699,10.591,2.645
6.png,37,1120,30.270,4.238
7.png,47,624,13.277,2.361
8.png,53,757,14.283,2.865
9.png,62,574,9.258,2.172
