Slice,Count,Total Area,Average Size,%Area
1.png,71,467,6.577,1.767
10.png,78,651,8.346,2.463
11.png,66,1005,15.227,3.803
12.png,48,820,17.083,3.103
13.png,52,1049,20.173,3.970
14.png,89,1433,16.101,5.423
15.png,39,292,7.487,1.105
16.png,86,1242,14.442,4.700
17.png,35,761,21.743,2.880
18.png,133,2256,16.962,8.537
19.png,48,274,5.708,1.037
2.png,54,151,2.796,0.571
20.png,23,115,5.000,0.435
21.png,61,224,3.672,0.848
22.png,30,127,4.233,0.481
23.png,34,110,3.235,0.416
24.png,34,275,8.088,1.041
25.png,52,835,16.058,3.160
26.png,14,98,7.000,0.371
27.png,20,379,18.950,1.434
28.png,40,892,22.300,3.375
29.png,57,288,5.053,1.090
3.png,52,179,3.442,0.677
30.png,78,1102,14.128,4.170
31.png,93,928,9.978,3.512
32.png,89,617,6.933,2.335
33.png,90,758,8.422,2.868
34.png,78,1143,14.654,4.325
35.png,73,379,5.192,1.434
36.png,59,496,8.407,1.877
4.png,81,661,8.160,2.501
5.png,190,1399,7.363,5.294
6.png,62,791,12.758,2.993
7.png,30,2132,71.067,8.068
8.png,57,581,10.193,2.199
9.png,34,702,20.647,2.656
