Slice,Count,Total Area,Average Size,%Area
1.png,52,2328,44.769,8.810
10.png,45,101,2.244,0.382
11.png,53,485,9.151,1.835
12.png,47,312,6.638,1.181
13.png,54,119,2.204,0.450
14.png,51,249,4.882,0.942
15.png,72,494,6.861,1.869
16.png,65,477,7.338,1.805
17.png,72,1207,16.764,4.567
18.png,55,140,2.545,0.530
19.png,58,3521,60.707,13.324
2.png,57,765,13.421,2.895
20.png,59,1091,18.492,4.129
21.png,89,1358,15.258,5.139
22.png,110,5155,46.864,19.507
23.png,28,202,7.214,0.764
24.png,69,629,9.116,2.380
25.png,55,242,4.400,0.916
26.png,36,940,26.111,3.557
27.png,42,551,13.119,2.085
28.png,60,295,4.917,1.116
29.png,33,508,15.394,1.922
3.png,60,1601,26.683,6.058
30.png,57,620,10.877,2.346
31.png,56,163,2.911,0.617
32.png,55,220,4.000,0.833
33.png,79,288,3.646,1.090
34.png,74,379,5.122,1.434
35.png,32,321,10.031,1.215
36.png,88,695,7.898,2.630
4.png,50,1379,27.580,5.218
5.png,37,555,15.000,2.100
6.png,35,225,6.429,0.851
7.png,32,82,2.562,0.310
8.png,47,405,8.617,1.533
9.png,28,176,6.286,0.666
