Slice,Count,Total Area,Average Size,%Area
1.png,1,26426,26426.000,100.000
10.png,4,31,7.750,0.117
11.png,5,126,25.200,0.477
12.png,2,10,5.000,0.038
13.png,1,26426,26426.000,100.000
14.png,1,26426,26426.000,100.000
15.png,1,26426,26426.000,100.000
16.png,3,94,31.333,0.356
17.png,4,10,2.500,0.038
18.png,3,65,21.667,0.246
19.png,2,8,4.000,0.030
2.png,1,2,2.000,0.008
20.png,2,2,1.000,0.008
21.png,2,4,2.000,0.015
22.png,1,1,1.000,0.004
23.png,1,4,4.000,0.015
24.png,7,39,5.571,0.148
25.png,2,21,10.500,0.079
26.png,3,11,3.667,0.042
27.png,1,26426,26426.000,100.000
28.png,5,12,2.400,0.045
29.png,5,12,2.400,0.045
3.png,3,11,3.667,0.042
30.png,2,5,2.500,0.019
31.png,2,22,11.000,0.083
32.png,1,26426,26426.000,100.000
33.png,2,3,1.500,0.011
34.png,6,23,3.833,0.087
35.png,1,26426,26426.000,100.000
36.png,8,29,3.625,0.110
4.png,1,26426,26426.000,100.000
5.png,1,1,1.000,0.004
6.png,6,43,7.167,0.163
7.png,1,3,3.000,0.011
8.png,6,20,3.333,0.076
9.png,1,26426,26426.000,100.000
