Slice,Count,Total Area,Average Size,%Area
1.png,46,297,6.457,1.124
10.png,38,220,5.789,0.833
11.png,22,611,27.773,2.312
12.png,7,35,5.000,0.132
13.png,12,36,3.000,0.136
14.png,8,12,1.500,0.045
15.png,9,13,1.444,0.049
16.png,22,213,9.682,0.806
17.png,10,30,3.000,0.114
18.png,4,12,3.000,0.045
19.png,36,612,17.000,2.316
2.png,21,510,24.286,1.930
20.png,18,511,28.389,1.934
21.png,24,556,23.167,2.104
22.png,21,443,21.095,1.676
23.png,35,398,11.371,1.506
24.png,27,301,11.148,1.139
25.png,19,163,8.579,0.617
26.png,8,257,32.125,0.973
27.png,9,262,29.111,0.991
28.png,25,131,5.240,0.496
29.png,29,393,13.552,1.487
3.png,29,762,26.276,2.884
30.png,5,61,12.200,0.231
31.png,20,81,4.050,0.307
32.png,5,28,5.600,0.106
33.png,20,61,3.050,0.231
34.png,55,502,9.127,1.900
35.png,17,77,4.529,0.291
36.png,11,272,24.727,1.029
4.png,26,272,10.462,1.029
5.png,73,271,3.712,1.026
6.png,34,487,14.324,1.843
7.png,17,169,9.941,0.640
8.png,36,421,11.694,1.593
9.png,25,159,6.360,0.602
