Slice,Count,Total Area,Average Size,%Area
1.png,6,20,3.333,0.076
10.png,9,23,2.556,0.087
11.png,15,77,5.133,0.291
12.png,48,3469,72.271,13.127
13.png,63,2707,42.968,10.244
14.png,93,1768,19.011,6.690
15.png,71,2719,38.296,10.289
16.png,61,2835,46.475,10.728
17.png,53,2246,42.377,8.499
18.png,165,3438,20.836,13.010
19.png,8,21,2.625,0.079
2.png,7,10,1.429,0.038
20.png,2,4,2.000,0.015
21.png,29,62,2.138,0.235
22.png,6,17,2.833,0.064
23.png,16,41,2.562,0.155
24.png,16,76,4.750,0.288
25.png,35,1543,44.086,5.839
26.png,4,33,8.250,0.125
27.png,3,12,4.000,0.045
28.png,15,139,9.267,0.526
29.png,19,90,4.737,0.341
3.png,3,4,1.333,0.015
30.png,49,1877,38.306,7.103
31.png,92,1475,16.033,5.582
32.png,109,556,5.101,2.104
33.png,80,1693,21.163,6.407
34.png,77,394,5.117,1.491
35.png,49,381,7.776,1.442
36.png,42,300,7.143,1.135
4.png,10,86,8.600,0.325
5.png,104,481,4.625,1.820
6.png,17,61,3.588,0.231
7.png,15,568,37.867,2.149
8.png,19,130,6.842,0.492
9.png,13,48,3.692,0.182
