Slice,Count,Total Area,Average Size,%Area
1.png,66,2730,41.364,10.331
10.png,54,588,10.889,2.225
11.png,52,817,15.712,3.092
12.png,23,164,7.130,0.621
13.png,44,413,9.386,1.563
14.png,45,235,5.222,0.889
15.png,80,330,4.125,1.249
16.png,83,732,8.819,2.770
17.png,67,696,10.388,2.634
18.png,65,592,9.108,2.240
19.png,67,3788,56.537,14.334
2.png,98,877,8.949,3.319
20.png,78,4134,53.000,15.644
21.png,104,3213,30.894,12.158
22.png,109,4450,40.826,16.839
23.png,28,471,16.821,1.782
24.png,76,1656,21.789,6.267
25.png,59,1135,19.237,4.295
26.png,26,916,35.231,3.466
27.png,52,2577,49.558,9.752
28.png,41,1184,28.878,4.480
29.png,45,1282,28.489,4.851
3.png,110,2416,21.964,9.143
30.png,34,1189,34.971,4.499
31.png,59,692,11.729,2.619
32.png,70,580,8.286,2.195
33.png,97,528,5.443,1.998
34.png,47,1083,23.043,4.098
35.png,42,685,16.310,2.592
36.png,77,1530,19.870,5.790
4.png,81,2354,29.062,8.908
5.png,56,557,9.946,2.108
6.png,39,488,12.513,1.847
7.png,53,469,8.849,1.775
8.png,57,1016,17.825,3.845
9.png,44,960,21.818,3.633
