Slice,Count,Total Area,Average Size,%Area
1.png,37,127,3.432,0.481
10.png,46,419,9.109,1.586
11.png,65,607,9.338,2.297
12.png,60,1874,31.233,7.092
13.png,124,2238,18.048,8.469
14.png,116,2128,18.345,8.053
15.png,120,1503,12.525,5.688
16.png,112,630,5.625,2.384
17.png,79,990,12.532,3.746
18.png,201,2698,13.423,10.210
19.png,49,152,3.102,0.575
2.png,24,60,2.500,0.227
20.png,11,45,4.091,0.170
21.png,58,124,2.138,0.469
22.png,34,69,2.029,0.261
23.png,17,44,2.588,0.167
24.png,32,120,3.750,0.454
25.png,70,1111,15.871,4.204
26.png,9,35,3.889,0.132
27.png,22,156,7.091,0.590
28.png,34,781,22.971,2.955
29.png,20,146,7.300,0.552
3.png,19,62,3.263,0.235
30.png,87,901,10.356,3.410
31.png,112,831,7.420,3.145
32.png,95,485,5.105,1.835
33.png,109,733,6.725,2.774
34.png,72,1024,14.222,3.875
35.png,52,174,3.346,0.658
36.png,41,308,7.512,1.166
4.png,53,217,4.094,0.821
5.png,138,439,3.181,1.661
6.png,40,192,4.800,0.727
7.png,54,1159,21.463,4.386
8.png,65,313,4.815,1.184
9.png,38,274,7.211,1.037
