Slice,Count,Total Area,Average Size,%Area
1.png,29,350,12.069,1.324
10.png,10,98,9.800,0.371
11.png,20,189,9.450,0.715
12.png,27,590,21.852,2.233
13.png,27,129,4.778,0.488
14.png,0,0,NaN,0.000
15.png,3,8,2.667,0.030
16.png,36,904,25.111,3.421
17.png,25,1262,50.480,4.776
18.png,21,53,2.524,0.201
19.png,42,362,8.619,1.370
2.png,36,127,3.528,0.481
20.png,13,222,17.077,0.840
21.png,38,435,11.447,1.646
22.png,46,235,5.109,0.889
23.png,14,46,3.286,0.174
24.png,35,181,5.171,0.685
25.png,64,799,12.484,3.024
26.png,14,370,26.429,1.400
27.png,32,474,14.812,1.794
28.png,48,486,10.125,1.839
29.png,36,358,9.944,1.355
3.png,46,362,7.870,1.370
30.png,37,929,25.108,3.515
31.png,38,101,2.658,0.382
32.png,25,162,6.480,0.613
33.png,38,273,7.184,1.033
34.png,17,397,23.353,1.502
35.png,38,180,4.737,0.681
36.png,67,491,7.328,1.858
4.png,37,456,12.324,1.726
5.png,36,129,3.583,0.488
6.png,8,44,5.500,0.167
7.png,21,806,38.381,3.050
8.png,29,539,18.586,2.040
9.png,8,90,11.250,0.341
