Slice,Count,Total Area,Average Size,%Area
1.png,5,15,3.000,0.057
10.png,8,150,18.750,0.568
11.png,6,12,2.000,0.045
12.png,1,26426,26426.000,100.000
13.png,1,26426,26426.000,100.000
14.png,1,1,1.000,0.004
15.png,1,26426,26426.000,100.000
16.png,5,9,1.800,0.034
17.png,1,1,1.000,0.004
18.png,1,26426,26426.000,100.000
19.png,18,490,27.222,1.854
2.png,5,380,76.000,1.438
20.png,17,250,14.706,0.946
21.png,13,270,20.769,1.022
22.png,9,425,47.222,1.608
23.png,23,217,9.435,0.821
24.png,18,122,6.778,0.462
25.png,8,28,3.500,0.106
26.png,16,209,13.062,0.791
27.png,3,112,37.333,0.424
28.png,5,28,5.600,0.106
29.png,18,75,4.167,0.284
3.png,9,321,35.667,1.215
30.png,1,1,1.000,0.004
31.png,5,7,1.400,0.026
32.png,3,3,1.000,0.011
33.png,6,10,1.667,0.038
34.png,12,36,3.000,0.136
35.png,8,270,33.750,1.022
36.png,5,10,2.000,0.038
4.png,5,13,2.600,0.049
5.png,22,50,2.273,0.189
6.png,26,373,14.346,1.411
7.png,2,4,2.000,0.015
8.png,28,206,7.357,0.780
9.png,3,21,7.000,0.079
