Slice,Count,Total Area,Average Size,%Area
1.png,12,276,23.000,1.044
10.png,5,52,10.400,0.197
11.png,11,33,3.000,0.125
12.png,1,26426,26426.000,100.000
13.png,1,26426,26426.000,100.000
14.png,1,26426,26426.000,100.000
15.png,1,26426,26426.000,100.000
16.png,1,26426,26426.000,100.000
17.png,1,26426,26426.000,100.000
18.png,1,26426,26426.000,100.000
19.png,2,15,7.500,0.057
2.png,37,224,6.054,0.848
20.png,8,31,3.875,0.117
21.png,21,61,2.905,0.231
22.png,34,98,2.882,0.371
23.png,51,1552,30.431,5.873
24.png,13,159,12.231,0.602
25.png,9,62,6.889,0.235
26.png,17,776,45.647,2.937
27.png,9,212,23.556,0.802
28.png,1,10,10.000,0.038
29.png,14,80,5.714,0.303
3.png,22,220,10.000,0.833
30.png,2,9,4.500,0.034
31.png,21,76,3.619,0.288
32.png,18,125,6.944,0.473
33.png,10,25,2.500,0.095
34.png,1,5,5.000,0.019
35.png,29,140,4.828,0.530
36.png,15,156,10.400,0.590
4.png,23,383,16.652,1.449
5.png,16,27,1.688,0.102
6.png,13,134,10.308,0.507
7.png,1,26426,26426.000,100.000
8.png,9,54,6.000,0.204
9.png,4,18,4.500,0.068
