Slice,Count,Total Area,Average Size,%Area
1.png,22,1044,47.455,3.951
10.png,12,2088,174.000,7.901
11.png,7,186,26.571,0.704
12.png,2,10,5.000,0.038
13.png,1,26426,26426.000,100.000
14.png,1,26426,26426.000,100.000
15.png,1,26426,26426.000,100.000
16.png,6,66,11.000,0.250
17.png,2,45,22.500,0.170
18.png,1,26426,26426.000,100.000
19.png,4,31,7.750,0.117
2.png,39,561,14.385,2.123
20.png,16,914,57.125,3.459
21.png,26,428,16.462,1.620
22.png,19,261,13.737,0.988
23.png,55,5176,94.109,19.587
24.png,28,2357,84.179,8.919
25.png,20,980,49.000,3.708
26.png,10,2885,288.500,10.917
27.png,14,767,54.786,2.902
28.png,14,1317,94.071,4.984
29.png,36,1004,27.889,3.799
3.png,26,527,20.269,1.994
30.png,20,524,26.200,1.983
31.png,13,1955,150.385,7.398
32.png,22,1810,82.273,6.849
33.png,17,237,13.941,0.897
34.png,17,1065,62.647,4.030
35.png,23,2113,91.870,7.996
36.png,14,760,54.286,2.876
4.png,15,706,47.067,2.672
5.png,44,2361,53.659,8.934
6.png,22,2306,104.818,8.726
7.png,1,26426,26426.000,100.000
8.png,16,2339,146.188,8.851
9.png,23,2534,110.174,9.589
