Slice,Count,Total Area,Average Size,%Area
1.png,22,302,13.727,1.143
10.png,38,486,12.789,1.839
11.png,28,308,11.000,1.166
12.png,21,804,38.286,3.042
13.png,22,573,26.045,2.168
14.png,37,958,25.892,3.625
15.png,5,54,10.800,0.204
16.png,38,1295,34.079,4.900
17.png,29,1209,41.690,4.575
18.png,39,477,12.231,1.805
19.png,16,75,4.688,0.284
2.png,33,150,4.545,0.568
20.png,20,127,6.350,0.481
21.png,51,322,6.314,1.218
22.png,13,43,3.308,0.163
23.png,82,518,6.317,1.960
24.png,31,582,18.774,2.202
25.png,32,2590,80.938,9.801
26.png,16,211,13.188,0.798
27.png,7,94,13.429,0.356
28.png,24,396,16.500,1.499
29.png,35,193,5.514,0.730
3.png,27,114,4.222,0.431
30.png,26,2910,111.923,11.012
31.png,58,1901,32.776,7.194
32.png,60,2239,37.317,8.473
33.png,60,1682,28.033,6.365
34.png,48,953,19.854,3.606
35.png,54,1032,19.111,3.905
36.png,52,721,13.865,2.728
4.png,32,202,6.312,0.764
5.png,152,1705,11.217,6.452
6.png,36,607,16.861,2.297
7.png,20,1007,50.350,3.811
8.png,61,793,13.000,3.001
9.png,42,591,14.071,2.236
