Slice,Count,Total Area,Average Size,%Area
1.png,39,384,9.846,1.453
10.png,31,853,27.516,3.228
11.png,36,568,15.778,2.149
12.png,11,176,16.000,0.666
13.png,25,186,7.440,0.704
14.png,22,391,17.773,1.480
15.png,22,327,14.864,1.237
16.png,42,462,11.000,1.748
17.png,31,407,13.129,1.540
18.png,41,225,5.488,0.851
19.png,44,754,17.136,2.853
2.png,27,129,4.778,0.488
20.png,28,329,11.750,1.245
21.png,58,297,5.121,1.124
22.png,63,1076,17.079,4.072
23.png,55,195,3.545,0.738
24.png,45,521,11.578,1.972
25.png,11,725,65.909,2.744
26.png,27,229,8.481,0.867
27.png,28,806,28.786,3.050
28.png,19,717,37.737,2.713
29.png,40,313,7.825,1.184
3.png,76,419,5.513,1.586
30.png,43,472,10.977,1.786
31.png,50,490,9.800,1.854
32.png,38,262,6.895,0.991
33.png,30,450,15.000,1.703
34.png,36,722,20.056,2.732
35.png,26,226,8.692,0.855
36.png,60,350,5.833,1.324
4.png,35,197,5.629,0.745
5.png,38,213,5.605,0.806
6.png,43,553,12.860,2.093
7.png,13,236,18.154,0.893
8.png,36,378,10.500,1.430
9.png,19,233,12.263,0.882
