Slice,Count,Total Area,Average Size,%Area
1.png,62,2529,40.790,9.570
10.png,80,2154,26.925,8.151
11.png,63,2209,35.063,8.359
12.png,17,391,23.000,1.480
13.png,33,280,8.485,1.060
14.png,32,526,16.438,1.990
15.png,13,54,4.154,0.204
16.png,55,450,8.182,1.703
17.png,26,103,3.962,0.390
18.png,41,447,10.902,1.692
19.png,54,1733,32.093,6.558
2.png,83,1693,20.398,6.407
20.png,58,1666,28.724,6.304
21.png,109,1569,14.394,5.937
22.png,66,596,9.030,2.255
23.png,65,1037,15.954,3.924
24.png,61,938,15.377,3.550
25.png,29,528,18.207,1.998
26.png,29,809,27.897,3.061
27.png,33,1757,53.242,6.649
28.png,35,1051,30.029,3.977
29.png,42,1537,36.595,5.816
3.png,79,2424,30.684,9.173
30.png,32,242,7.562,0.916
31.png,64,721,11.266,2.728
32.png,58,666,11.483,2.520
33.png,60,365,6.083,1.381
34.png,56,977,17.446,3.697
35.png,47,506,10.766,1.915
36.png,55,813,14.782,3.077
4.png,94,2289,24.351,8.662
5.png,105,1377,13.114,5.211
6.png,104,2863,27.529,10.834
7.png,49,528,10.776,1.998
8.png,48,1015,21.146,3.841
9.png,66,1387,21.015,5.249
