392	253
394	253
394	254
396	254
396	259
395	259
395	260
394	260
394	261
393	261
393	264
390	264
390	265
389	265
389	266
387	266
387	267
385	267
385	268
384	268
384	269
382	269
382	270
381	270
381	271
380	271
380	272
378	272
378	273
376	273
376	274
373	274
373	275
371	275
371	277
369	277
369	276
368	276
368	277
365	277
365	278
363	278
363	279
361	279
361	280
358	280
358	281
353	281
353	282
352	282
352	283
349	283
349	284
346	284
346	285
343	285
343	286
339	286
339	287
334	287
334	288
333	288
333	287
331	287
331	288
328	288
328	289
324	289
324	290
322	290
322	291
320	291
320	292
318	292
318	293
316	293
316	294
314	294
314	295
312	295
312	296
307	296
307	297
303	297
303	298
297	298
297	299
294	299
294	300
289	300
289	301
282	301
282	300
281	300
281	301
261	301
261	302
250	302
250	301
244	301
244	300
242	300
242	301
241	301
241	300
228	300
228	299
226	299
226	300
225	300
225	299
222	299
222	300
221	300
221	299
220	299
220	298
212	298
212	299
211	299
211	298
208	298
208	297
203	297
203	298
202	298
202	297
195	297
195	296
188	296
188	297
187	297
187	296
183	296
183	295
181	295
181	294
179	294
179	293
178	293
178	292
173	292
173	291
170	291
170	290
168	290
168	289
165	289
165	288
162	288
162	287
159	287
159	286
157	286
157	285
150	285
150	284
149	284
149	283
144	283
144	282
143	282
143	283
142	283
142	282
138	282
138	281
136	281
136	280
133	280
133	279
130	279
130	278
123	278
123	277
118	277
118	276
116	276
116	275
114	275
114	274
113	274
113	273
111	273
111	272
109	272
109	270
107	270
107	269
102	269
102	268
101	268
101	267
96	267
96	266
78	266
78	265
72	265
72	266
71	266
71	267
61	267
61	266
60	266
60	264
59	264
59	263
58	263
58	262
57	262
57	261
56	261
56	259
55	259
55	258
53	258
53	248
54	248
54	247
53	247
53	245
54	245
54	242
53	242
53	238
52	238
52	233
51	233
51	229
52	229
52	228
54	228
54	227
55	227
55	226
57	226
57	225
58	225
58	223
59	223
59	224
61	224
61	223
65	223
65	222
66	222
66	221
78	221
78	222
84	222
84	221
89	221
89	220
100	220
100	219
102	219
102	218
104	218
104	217
105	217
105	214
106	214
106	213
107	213
107	212
109	212
109	211
110	211
110	209
111	209
111	208
114	208
114	207
116	207
116	206
118	206
118	205
120	205
120	204
122	204
122	203
123	203
123	202
124	202
124	203
125	203
125	202
127	202
127	201
131	201
131	200
132	200
132	199
134	199
134	198
137	198
137	197
140	197
140	196
142	196
142	195
146	195
146	194
150	194
150	193
149	193
149	192
151	192
151	193
152	193
152	192
153	192
153	191
159	191
159	190
162	190
162	189
166	189
166	188
170	188
170	187
169	187
169	186
172	186
172	187
173	187
173	186
174	186
174	185
178	185
178	186
180	186
180	185
182	185
182	184
186	184
186	183
189	183
189	182
192	182
192	183
193	183
193	182
199	182
199	181
206	181
206	180
215	180
215	179
218	179
218	178
226	178
226	177
236	177
236	176
243	176
243	175
250	175
250	173
255	173
255	174
258	174
258	173
262	173
262	172
276	172
276	173
280	173
280	174
285	174
285	175
288	175
288	176
291	176
291	177
294	177
294	178
296	178
296	179
299	179
299	180
301	180
301	181
305	181
305	182
308	182
308	183
311	183
311	184
312	184
312	185
316	185
316	187
318	187
318	188
321	188
321	189
323	189
323	190
326	190
326	191
328	191
328	192
330	192
330	193
332	193
332	194
333	194
333	195
336	195
336	196
337	196
337	197
339	197
339	198
341	198
341	199
342	199
342	200
343	200
343	201
344	201
344	202
347	202
347	203
349	203
349	204
351	204
351	205
352	205
352	206
353	206
353	207
356	207
356	208
357	208
357	209
358	209
358	210
360	210
360	211
361	211
361	213
362	213
362	214
363	214
363	215
364	215
364	216
366	216
366	217
368	217
368	219
371	219
371	220
373	220
373	222
374	222
374	223
375	223
375	224
377	224
377	225
379	225
379	226
380	226
380	227
382	227
382	228
383	228
383	229
384	229
384	230
385	230
385	232
388	232
388	234
390	234
390	235
391	235
391	238
392	238
392	243
391	243
391	244
390	244
390	246
389	246
389	248
388	248
388	249
387	249
387	251
388	251
388	252
390	252
390	251
391	251
391	252
392	252
