Observation id	Date	Description	Subjects	Media files/Live observation
A2B MP Sub only 4-30-24	2024-04-30T16:44:58	Sub male hides in lower left corner most of the video. Mostly out of view, but trackable.	No focal subject, Subordinate	#1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2B/GH010530.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2B/GH020530.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2B/GH030530.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2B/GH040530.MP4, #1: C:/Users/mhack/Dropbox (Medgar Evers College)/Dyad/230209_Dyad9/Blue/A2B/GH050530.MP4
