316	193
318	193
318	194
320	194
320	193
321	193
321	195
322	195
322	196
323	196
323	197
325	197
325	198
327	198
327	199
328	199
328	198
329	198
329	199
330	199
330	200
331	200
331	201
332	201
332	200
333	200
333	201
334	201
334	202
335	202
335	203
338	203
338	205
339	205
339	206
340	206
340	205
341	205
341	206
340	206
340	207
342	207
342	209
346	209
346	210
348	210
348	211
350	211
350	212
352	212
352	213
353	213
353	214
354	214
354	215
355	215
355	217
357	217
357	218
359	218
359	219
360	219
360	221
362	221
362	222
365	222
365	223
366	223
366	224
365	224
365	225
366	225
366	226
367	226
367	228
369	228
369	229
370	229
370	231
371	231
371	232
372	232
372	233
373	233
373	235
374	235
374	236
376	236
376	238
377	238
377	239
378	239
378	240
379	240
379	241
380	241
380	242
382	242
382	245
384	245
384	248
386	248
386	250
385	250
385	253
386	253
386	255
387	255
387	257
386	257
386	259
385	259
385	260
384	260
384	262
383	262
383	263
381	263
381	264
379	264
379	266
375	266
375	267
374	267
374	268
372	268
372	269
371	269
371	270
369	270
369	271
366	271
366	272
365	272
365	273
363	273
363	274
361	274
361	275
360	275
360	276
359	276
359	275
358	275
358	276
357	276
357	277
355	277
355	278
352	278
352	279
351	279
351	280
349	280
349	281
344	281
344	282
342	282
342	281
341	281
341	283
340	283
340	282
339	282
339	283
338	283
338	282
336	282
336	283
334	283
334	282
333	282
333	283
328	283
328	284
327	284
327	283
326	283
326	284
320	284
320	285
312	285
312	286
313	286
313	287
312	287
312	286
307	286
307	287
305	287
305	286
299	286
299	287
293	287
293	288
292	288
292	287
290	287
290	288
280	288
280	289
278	289
278	288
277	288
277	289
271	289
271	290
269	290
269	289
267	289
267	290
261	290
261	291
260	291
260	290
256	290
256	291
255	291
255	290
246	290
246	289
245	289
245	290
244	290
244	289
243	289
243	290
241	290
241	289
239	289
239	288
238	288
238	289
233	289
233	288
231	288
231	289
230	289
230	288
228	288
228	287
227	287
227	288
226	288
226	287
213	287
213	286
212	286
212	287
210	287
210	286
209	286
209	287
208	287
208	286
207	286
207	285
206	285
206	286
204	286
204	287
203	287
203	286
200	286
200	285
196	285
196	284
195	284
195	285
194	285
194	284
188	284
188	283
187	283
187	284
186	284
186	283
185	283
185	284
182	284
182	283
175	283
175	282
169	282
169	281
164	281
164	280
159	280
159	279
158	279
158	280
157	280
157	279
155	279
155	278
148	278
148	277
144	277
144	278
143	278
143	276
138	276
138	275
137	275
137	276
136	276
136	275
130	275
130	273
129	273
129	274
128	274
128	273
125	273
125	272
121	272
121	271
117	271
117	270
113	270
113	269
110	269
110	270
109	270
109	269
108	269
108	268
105	268
105	267
101	267
101	266
98	266
98	267
97	267
97	265
95	265
95	264
88	264
88	263
86	263
86	265
85	265
85	263
84	263
84	265
83	265
83	263
66	263
66	264
65	264
65	263
64	263
64	262
63	262
63	261
62	261
62	259
61	259
61	258
60	258
60	259
59	259
59	255
57	255
57	253
56	253
56	252
55	252
55	246
56	246
56	245
55	245
55	241
56	241
56	235
57	235
57	231
58	231
58	226
60	226
60	225
62	225
62	226
63	226
63	225
67	225
67	224
68	224
68	223
69	223
69	224
75	224
75	223
80	223
80	224
81	224
81	223
84	223
84	222
85	222
85	223
86	223
86	222
93	222
93	221
101	221
101	220
100	220
100	219
101	219
101	220
102	220
102	219
104	219
104	220
105	220
105	219
106	219
106	217
107	217
107	216
108	216
108	215
109	215
109	214
110	214
110	215
111	215
111	214
113	214
113	213
115	213
115	212
118	212
118	210
119	210
119	211
120	211
120	210
122	210
122	209
125	209
125	208
127	208
127	207
130	207
130	206
132	206
132	205
138	205
138	204
139	204
139	203
144	203
144	202
143	202
143	201
144	201
144	202
146	202
146	201
150	201
150	199
154	199
154	198
160	198
160	197
159	197
159	196
160	196
160	197
161	197
161	196
168	196
168	195
167	195
167	194
168	194
168	195
171	195
171	194
175	194
175	193
178	193
178	192
183	192
183	191
184	191
184	190
186	190
186	191
187	191
187	190
191	190
191	189
193	189
193	188
198	188
198	187
202	187
202	186
203	186
203	187
204	187
204	186
206	186
206	185
209	185
209	184
210	184
210	183
211	183
211	184
212	184
212	183
213	183
213	184
215	184
215	183
216	183
216	184
218	184
218	183
219	183
219	182
227	182
227	181
230	181
230	180
232	180
232	181
233	181
233	180
235	180
235	179
236	179
236	180
238	180
238	179
239	179
239	180
243	180
243	179
261	179
261	178
262	178
262	179
263	179
263	178
264	178
264	179
266	179
266	177
267	177
267	178
269	178
269	179
272	179
272	180
273	180
273	179
274	179
274	180
276	180
276	181
280	181
280	182
282	182
282	181
283	181
283	182
285	182
285	183
288	183
288	184
293	184
293	185
295	185
295	186
301	186
301	187
302	187
302	188
307	188
307	189
308	189
308	190
311	190
311	191
313	191
313	192
316	192
