423	235
424	235
424	241
425	241
425	245
424	245
424	246
425	246
425	252
424	252
424	253
423	253
423	255
421	255
421	259
420	259
420	258
419	258
419	259
418	259
418	261
417	261
417	262
416	262
416	263
415	263
415	264
414	264
414	263
397	263
397	265
396	265
396	263
395	263
395	265
394	265
394	263
392	263
392	264
385	264
385	265
383	265
383	267
382	267
382	266
379	266
379	267
375	267
375	268
372	268
372	269
371	269
371	270
370	270
370	269
367	269
367	270
363	270
363	271
359	271
359	272
355	272
355	273
352	273
352	274
351	274
351	273
350	273
350	275
344	275
344	276
343	276
343	275
342	275
342	276
337	276
337	278
336	278
336	277
332	277
332	278
325	278
325	279
323	279
323	280
322	280
322	279
321	279
321	280
316	280
316	281
311	281
311	282
305	282
305	283
298	283
298	284
295	284
295	283
294	283
294	284
293	284
293	283
292	283
292	284
286	284
286	285
285	285
285	284
284	284
284	285
280	285
280	286
277	286
277	287
276	287
276	286
274	286
274	285
273	285
273	286
272	286
272	287
271	287
271	286
270	286
270	287
268	287
268	286
267	286
267	287
254	287
254	288
253	288
253	287
252	287
252	288
250	288
250	289
249	289
249	288
247	288
247	289
242	289
242	288
241	288
241	289
239	289
239	290
237	290
237	289
236	289
236	290
235	290
235	289
234	289
234	290
225	290
225	291
224	291
224	290
220	290
220	291
219	291
219	290
213	290
213	289
211	289
211	290
209	290
209	289
203	289
203	288
202	288
202	289
200	289
200	288
190	288
190	287
188	287
188	288
187	288
187	287
181	287
181	286
175	286
175	287
173	287
173	286
168	286
168	287
167	287
167	286
168	286
168	285
160	285
160	284
154	284
154	283
153	283
153	284
152	284
152	283
147	283
147	282
146	282
146	283
144	283
144	282
142	282
142	283
141	283
141	282
140	282
140	283
139	283
139	281
138	281
138	282
136	282
136	281
131	281
131	280
129	280
129	279
128	279
128	278
125	278
125	277
123	277
123	276
122	276
122	275
121	275
121	276
120	276
120	275
119	275
119	274
117	274
117	273
115	273
115	272
114	272
114	271
111	271
111	270
109	270
109	269
108	269
108	268
106	268
106	267
105	267
105	266
101	266
101	264
99	264
99	263
97	263
97	262
96	262
96	260
95	260
95	259
94	259
94	257
93	257
93	255
94	255
94	253
95	253
95	250
94	250
94	248
96	248
96	245
98	245
98	242
100	242
100	241
101	241
101	240
102	240
102	239
103	239
103	238
104	238
104	236
106	236
106	235
107	235
107	233
108	233
108	232
109	232
109	231
110	231
110	229
111	229
111	228
113	228
113	226
114	226
114	225
115	225
115	224
114	224
114	223
115	223
115	222
118	222
118	221
120	221
120	219
121	219
121	218
123	218
123	217
125	217
125	215
126	215
126	214
127	214
127	213
128	213
128	212
130	212
130	211
132	211
132	210
134	210
134	209
138	209
138	207
140	207
140	206
139	206
139	205
140	205
140	206
141	206
141	205
142	205
142	203
145	203
145	202
146	202
146	201
147	201
147	200
148	200
148	201
149	201
149	200
150	200
150	199
151	199
151	198
152	198
152	199
153	199
153	198
155	198
155	197
157	197
157	196
158	196
158	195
159	195
159	193
160	193
160	194
162	194
162	193
164	193
164	192
167	192
167	191
169	191
169	190
172	190
172	189
173	189
173	188
178	188
178	187
179	187
179	186
185	186
185	185
187	185
187	184
192	184
192	183
195	183
195	182
197	182
197	181
198	181
198	182
200	182
200	181
204	181
204	180
206	180
206	179
207	179
207	180
208	180
208	179
211	179
211	178
213	178
213	177
214	177
214	179
216	179
216	178
217	178
217	179
218	179
218	178
219	178
219	179
237	179
237	180
241	180
241	179
242	179
242	180
244	180
244	179
245	179
245	180
247	180
247	181
248	181
248	180
250	180
250	181
253	181
253	182
261	182
261	183
262	183
262	184
264	184
264	183
265	183
265	184
267	184
267	183
268	183
268	184
269	184
269	183
270	183
270	184
271	184
271	185
274	185
274	186
276	186
276	187
277	187
277	186
278	186
278	187
282	187
282	188
287	188
287	189
289	189
289	190
293	190
293	191
294	191
294	190
296	190
296	191
297	191
297	192
302	192
302	193
305	193
305	194
309	194
309	195
312	195
312	194
313	194
313	195
312	195
312	196
319	196
319	197
320	197
320	196
321	196
321	197
320	197
320	198
326	198
326	199
330	199
330	201
334	201
334	202
336	202
336	201
337	201
337	202
336	202
336	203
341	203
341	204
342	204
342	205
348	205
348	206
350	206
350	207
353	207
353	208
355	208
355	209
358	209
358	210
360	210
360	211
361	211
361	210
362	210
362	212
365	212
365	213
367	213
367	214
369	214
369	215
370	215
370	214
371	214
371	215
372	215
372	216
373	216
373	217
374	217
374	219
375	219
375	220
376	220
376	219
378	219
378	220
379	220
379	219
380	219
380	220
379	220
379	221
387	221
387	222
394	222
394	223
395	223
395	222
396	222
396	223
399	223
399	224
400	224
400	223
405	223
405	224
411	224
411	223
412	223
412	224
413	224
413	225
417	225
417	226
418	226
418	225
420	225
420	226
422	226
422	231
423	231
