272	231
271	231
271	236
270	236
270	239
269	239
269	241
268	241
268	244
267	244
267	246
266	246
266	247
265	247
265	249
264	249
264	251
263	251
263	252
262	252
262	253
261	253
261	254
260	254
260	255
259	255
259	257
258	257
258	258
256	258
256	259
255	259
255	260
254	260
254	261
253	261
253	262
252	262
252	263
250	263
250	264
249	264
249	265
247	265
247	266
245	266
245	267
243	267
243	268
241	268
241	269
238	269
238	270
235	270
235	271
232	271
232	272
226	272
226	273
211	273
211	272
205	272
205	271
202	271
202	270
199	270
199	269
196	269
196	268
194	268
194	267
192	267
192	266
190	266
190	265
188	265
188	264
187	264
187	263
185	263
185	262
184	262
184	261
183	261
183	260
182	260
182	259
181	259
181	258
179	258
179	257
178	257
178	255
177	255
177	254
176	254
176	253
175	253
175	252
174	252
174	251
173	251
173	249
172	249
172	247
171	247
171	246
170	246
170	244
169	244
169	241
168	241
168	239
167	239
167	236
166	236
166	231
165	231
165	217
166	217
166	212
167	212
167	209
168	209
168	207
169	207
169	204
170	204
170	202
171	202
171	201
172	201
172	199
173	199
173	197
174	197
174	196
175	196
175	195
176	195
176	194
177	194
177	193
178	193
178	191
179	191
179	190
181	190
181	189
182	189
182	188
183	188
183	187
184	187
184	186
185	186
185	185
187	185
187	184
188	184
188	183
190	183
190	182
192	182
192	181
194	181
194	180
196	180
196	179
199	179
199	178
202	178
202	177
205	177
205	176
211	176
211	175
226	175
226	176
232	176
232	177
235	177
235	178
238	178
238	179
241	179
241	180
243	180
243	181
245	181
245	182
247	182
247	183
249	183
249	184
250	184
250	185
252	185
252	186
253	186
253	187
254	187
254	188
255	188
255	189
256	189
256	190
258	190
258	191
259	191
259	193
260	193
260	194
261	194
261	195
262	195
262	196
263	196
263	197
264	197
264	199
265	199
265	201
266	201
266	202
267	202
267	204
268	204
268	207
269	207
269	209
270	209
270	212
271	212
271	217
272	217
